"state"	"fips"	"county"	"mukey"	"musym"	"muname"	"cokey"	"comppct"	"slope"	"slopelenusle"	"hzdept_r"	"hzdepb_r"	"kffact"	"dbthirdbar_r"	"ph1to1h2o_r"	"wthirdbar_r"	"wfifteenbar_r"	"awc_r"	"claytotal_r"	"sandtotal_r"	"ksat_r"	"om_r"	"ll_r"	"texdesc"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195620"	"85"	"2"	"25"	"0"	"25"	".28"	"1.1"	"6.2"	"31.1"	"18.7"	"0.18"	"30"	"31"	"2.82"	"6"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195620"	"85"	"2"	"25"	"25"	"43"	".28"	"1.25"	"6.2"	"31.4"	"19.1"	"0.18"	"30"	"31"	"2.82"	"4"	"48"	"Clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195621"	"5"	"3"		"86"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195621"	"5"	"3"		"0"	"20"	".24"	"1.3"	"6.2"	"29.9"	"16.4"	"0.21"	"25"	"41"	"9.17"	"3.5"	"42"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195621"	"5"	"3"		"20"	"40"	".28"	"1.35"	"6.2"	"29.5"	"15.8"	"0.18"	"25"	"41"	"9.17"	"2.5"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195621"	"5"	"3"		"40"	"86"	".32"	"1.4"	"6.6"	"27.8"	"13.3"	"0.18"	"23"	"43"	"9.17"	"0.75"	"35"	"Loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195622"	"5"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195622"	"5"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195622"	"5"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2800481"	"55"	"Nicollet clay loam, 1 to 3 percent slopes"	"16195622"	"5"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195713"	"5"	"2"		"20"	"38"	".28"	"1.25"	"6.2"	"29.9"	"16.6"	"0.21"	"26"	"31"	"9.17"	"4"	"44"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195713"	"5"	"2"		"0"	"20"	".28"	"1.1"	"6.2"	"29.8"	"16.5"	"0.21"	"26"	"31"	"9.17"	"6"	"48"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195713"	"5"	"2"		"74"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195713"	"5"	"2"		"38"	"74"	".32"	"1.35"	"6.6"	"28.9"	"14.9"	"0.18"	"26"	"36"	"9.17"	"1.25"	"38"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195714"	"85"	"4"	"40"	"23"	"38"	".32"	"1.5"	"6.7"	"28.7"	"14.9"	"0.18"	"24"	"39"	"9.17"	"1"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195714"	"85"	"4"	"40"	"38"	"132"	".32"	"1.5"	"6.3"	"31.1"	"18.8"	"0.17"	"30"	"33"	"2.82"	"0.75"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195714"	"85"	"4"	"40"	"0"	"23"	".24"	"1.35"	"6.6"	"29.4"	"15.8"	"0.21"	"24"	"39"	"9.17"	"3"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195714"	"85"	"4"	"40"	"132"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195715"	"10"	"2"		"20"	"36"	".28"	"1.35"	"6.2"	"29.4"	"15.8"	"0.21"	"24"	"39"	"9.17"	"3"	"40"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195715"	"10"	"2"		"132"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195715"	"10"	"2"		"0"	"20"	".28"	"1.35"	"6.2"	"30.8"	"18.2"	"0.21"	"24"	"39"	"9.17"	"5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"2834933"	"L236B"	"Lester loam, Bemis moraine, 2 to 6 percent slopes"	"16195715"	"10"	"2"		"36"	"132"	".32"	"1.5"	"6.3"	"31.1"	"18.8"	"0.17"	"30"	"33"	"2.82"	"0.75"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195623"	"2"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"31.8"	"19.7"	"0.18"	"30"	"30"	"2.82"	"3"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195623"	"2"	"1"		"20"	"41"	".28"	"1.35"	"7.7"	"33.1"	"21.9"	"0.18"	"30"	"30"	"2.82"	"5"	"49"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195623"	"2"	"1"		"91"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195623"	"2"	"1"		"0"	"20"	".28"	"1.05"	"7.5"	"30.8"	"18.3"	"0.18"	"29"	"28"	"2.82"	"7"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195623"	"2"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195624"	"90"	"1"	"30"	"97"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195624"	"90"	"1"	"30"	"0"	"20"	".28"	"1.05"	"6.5"	"31.5"	"19.4"	"0.18"	"32"	"21"	"2.82"	"7"	"55"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195624"	"90"	"1"	"30"	"20"	"58"	".28"	"1.25"	"6.9"	"32.8"	"21.6"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195624"	"90"	"1"	"30"	"58"	"97"	".32"	"1.35"	"7.3"	"29"	"15.2"	"0.18"	"26"	"33"	"9.17"	"1.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195625"	"5"	"2"		"20"	"38"	".28"	"1.25"	"6.2"	"29.9"	"16.6"	"0.21"	"26"	"31"	"9.17"	"4"	"44"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195625"	"5"	"2"		"0"	"20"	".28"	"1.1"	"6.2"	"29.8"	"16.5"	"0.21"	"26"	"31"	"9.17"	"6"	"48"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195625"	"5"	"2"		"74"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195625"	"5"	"2"		"38"	"74"	".32"	"1.35"	"6.6"	"28.9"	"14.9"	"0.18"	"26"	"36"	"9.17"	"1.25"	"38"	"Loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195626"	"3"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195626"	"3"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195626"	"3"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835021"	"L107"	"Webster clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195626"	"3"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195695"	"2"	"1"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195695"	"2"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"32.4"	"20.7"	"0.18"	"32"	"32"	"2.82"	"3"	"47"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195695"	"2"	"1"		"23"	"41"	".24"	"1.35"	"7.7"	"33.6"	"23"	"0.18"	"32"	"32"	"2.82"	"5"	"51"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195695"	"2"	"1"		"0"	"23"	".28"	"1.05"	"7.5"	"31.5"	"19.4"	"0.18"	"32"	"30"	"2.82"	"7"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195695"	"2"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195696"	"85"	"1"	"25"	"107"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195696"	"85"	"1"	"25"	"51"	"107"	".32"	"1.4"	"7.3"	"30.7"	"17.6"	"0.17"	"28"	"35"	"2.82"	"1.5"	"41"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195696"	"85"	"1"	"25"	"0"	"25"	".28"	"1.05"	"6.5"	"31.8"	"19.8"	"0.18"	"33"	"25"	"2.82"	"7"	"56"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195696"	"85"	"1"	"25"	"25"	"51"	".28"	"1.35"	"6.9"	"33.9"	"23.5"	"0.18"	"33"	"25"	"2.82"	"5"	"53"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195697"	"5"	"2"		"91"	"200"	".32"	"1.6"	"8"	"27.6"	"13.2"	"0.18"	"21"	"44"	"9.17"	"0.25"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195697"	"5"	"2"		"43"	"91"	".32"	"1.35"	"6.6"	"30.7"	"17.7"	"0.17"	"30"	"37"	"2.82"	"1.25"	"42"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195697"	"5"	"2"		"0"	"25"	".28"	"1.1"	"6.2"	"31.1"	"18.7"	"0.18"	"30"	"31"	"2.82"	"6"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195697"	"5"	"2"		"25"	"43"	".28"	"1.25"	"6.2"	"31.4"	"19.1"	"0.18"	"30"	"31"	"2.82"	"4"	"48"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195698"	"3"	"0"		"127"	"200"	".37"	"1.6"	"8"	"31"	"18.3"	"0.15"	"28"	"35"	"2.82"	"0.25"	"37"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195698"	"3"	"0"		"99"	"127"	".32"	"1.4"	"7.3"	"31.7"	"19.3"	"0.17"	"31"	"24"	"2.82"	"1.5"	"44"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195698"	"3"	"0"		"0"	"23"	".28"	"0.95"	"7"	"32.9"	"20.3"	"0.18"	"33"	"22"	"2.82"	"9"	"60"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195698"	"3"	"0"		"23"	"99"	".28"	"1.3"	"7"	"35.1"	"24.5"	"0.18"	"33"	"26"	"2.82"	"6"	"54"	"Clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195699"	"5"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195699"	"5"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195699"	"5"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835032"	"107"	"Webster clay loam, 0 to 2 percent slopes"	"16195699"	"5"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195700"	"10"	"1"		"41"	"51"	".28"	"1.35"	"7.7"	"31.8"	"19.7"	"0.18"	"30"	"30"	"2.82"	"3"	"45"	"Clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195700"	"10"	"1"		"20"	"41"	".28"	"1.35"	"7.7"	"33.1"	"21.9"	"0.18"	"30"	"30"	"2.82"	"5"	"49"	"Clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195700"	"10"	"1"		"91"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195700"	"10"	"1"		"0"	"20"	".28"	"1.05"	"7.5"	"30.8"	"18.3"	"0.18"	"29"	"28"	"2.82"	"7"	"52"	"Clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195700"	"10"	"1"		"51"	"91"	".32"	"1.4"	"8"	"30.4"	"17.1"	"0.17"	"27"	"39"	"2.82"	"1.5"	"38"	"Clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195701"	"5"	"0"		"0"	"20"	".32"	"0.95"	"6.8"	"33.5"	"21"	"0.22"	"36"	"11"	"0.92"	"9"	"64"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195701"	"5"	"0"		"97"	"200"	".37"	"1.6"	"7.4"	"31.6"	"19.3"	"0.19"	"31"	"16"	"2.82"	"0.25"	"41"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195701"	"5"	"0"		"84"	"97"	".37"	"1.4"	"7.1"	"34"	"22"	"0.19"	"36"	"15"	"0.92"	"1.5"	"49"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195701"	"5"	"0"		"20"	"84"	".32"	"1.3"	"7"	"35.8"	"25.4"	"0.22"	"36"	"12"	"0.92"	"6"	"58"	"Silty clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195702"	"85"	"1"	"30"	"111"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195702"	"85"	"1"	"30"	"51"	"111"	".37"	"1.35"	"8"	"27.6"	"13.1"	"0.18"	"22"	"37"	"9.17"	"1.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195702"	"85"	"1"	"30"	"0"	"20"	".28"	"1.05"	"7.5"	"30.6"	"17.9"	"0.18"	"28"	"30"	"2.82"	"7"	"50"	"Clay loam"
"IA"	"IA169"	"Story"	"2835194"	"L95"	"Harps clay loam, Bemis moraine, 0 to 2 percent slopes"	"16195702"	"85"	"1"	"30"	"20"	"51"	".28"	"1.25"	"8"	"30.5"	"17.7"	"0.21"	"26"	"32"	"9.17"	"5"	"45"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195593"	"10"	"8"		"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195593"	"10"	"8"		"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195593"	"10"	"8"		"20"	"140"	".37"	"1.55"	"7.5"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195594"	"90"	"8"	"40"	"41"	"61"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195594"	"90"	"8"	"40"	"0"	"20"	".24"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"45"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195594"	"90"	"8"	"40"	"61"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2877301"	"L138C"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes"	"16195594"	"90"	"8"	"40"	"20"	"41"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"45"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195595"	"5"	"8"		"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195595"	"5"	"8"		"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195595"	"5"	"8"		"20"	"140"	".37"	"1.55"	"7.5"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195596"	"10"	"3"		"35"	"84"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195596"	"10"	"3"		"0"	"23"	".24"	"1.3"	"6.2"	"28.6"	"14.5"	"0.21"	"21"	"45"	"9.17"	"3.5"	"39"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195596"	"10"	"3"		"84"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195596"	"10"	"3"		"23"	"35"	".28"	"1.35"	"6.2"	"28.1"	"13.8"	"0.18"	"21"	"45"	"9.17"	"2.5"	"36"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195597"	"85"	"8"	"40"	"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195597"	"85"	"8"	"40"	"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2877334"	"L138C2"	"Clarion loam, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195597"	"85"	"8"	"40"	"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195598"	"45"	"8"	"40"	"15"	"46"	".32"	"1.4"	"6.6"	"27"	"12.2"	"0.18"	"21"	"45"	"9.17"	"0.75"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195598"	"45"	"8"	"40"	"46"	"200"	".37"	"1.6"	"8"	"24.6"	"9.5"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195598"	"45"	"8"	"40"	"0"	"15"	".28"	"1.3"	"6.2"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195599"	"40"	"8"	"40"	"140"	"200"	".37"	"1.5"	"8"	"24.2"	"9"	"0.18"	"15"	"49"	"9.17"	"0.25"	"25"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195599"	"40"	"8"	"40"	"0"	"20"	".28"	"1.3"	"7.7"	"26.7"	"11.9"	"0.18"	"18"	"51"	"9.17"	"2.5"	"33"	"Loam"
"IA"	"IA169"	"Story"	"2916637"	"L638C2"	"Clarion-Storden complex, Bemis moraine, 6 to 10 percent slopes, moderately eroded"	"16195599"	"40"	"8"	"40"	"20"	"140"	".37"	"1.55"	"7.5"	"27.6"	"13.2"	"0.18"	"21"	"42"	"9.17"	"0.5"	"31"	"Loam"
